,main_law,draft,category_law,reading,initiators,committee,link_to_votes,url,Абдалиев М.А.,Абдибаева А.Н.,Ажибаев Ч.И.,Азыгалиев Н.А.,Айдарбеков Ч.А.,Айдарова А.А.,Айжигитов С.А.,Акаев Ж.К.,Алиев М.К.,Алимбеков Н.К.,Алимжанов Ф.А.,Алимжанова Н.Я.,Алтынбеков А.,Атажанов Ы.Ы.,Атазов Ш.К.,Атамбаев С.А.,Ашимова Д.А.,Бакасов У.Б.,Бекешев Д.Д.,Боронбаев А.Ж.,Джумабеков Д.А.,Джусупов Э.Р.,Жакышов Р.Ш.,Жамгырчиев Э.Э.,Икрамов Т.И.,Исаева Дж.К.,Исатбек к.А.,Исираилов А.А.,Кадырбеков Н.К.,Кенжебаев А.Б.,Кожокулова Г.А.,Козуев А.А.,Кокулов Э.К.,Коргонбай у.Ж.,Култаева Г.О.,Кыдыкбаев Ж.С.,Лурова Л.Х.,Мадумаров А.К.,Мажитова Ш.,Малиев А.К.,Мамасадыков З.Д.,Маматалиев М.А.,Мамытов Т.Т.,Масабиров Т.А.,Масалиев И.А.,Маткеримов А.Т.,Матраимов И.И.,Молдобекова Г.С.,Мураталиев М.М.,Нарматова Н.А.,Нурбаев Ж.П.,Омурзаков С.А.,Ормонов У.З.,Осмонов А.Ж.,Примов У.Б.,Ражабалиев Н.А.,Раимбачаева В.К.,Рысбаев Р.Р.,Садырбаева Ж.Э.,Саккараев М.Дж.,Самаков К.К.,Самыйкожо М.,Сарбагышев М.К.,Сарыбашов Т.Н.,Сатыбалдиев Э.Р.,Сулайманов К.К.,Сулайманов Э.Н.,Султанбекова Ч.А.,Сурабалдиева Э.Ж.,Сыдыгалиев Н.О.,Сыдыков Б.У.,Сыдыков М.Ж.,Таалайбек к.Ж.,Талиева К.А.,Ташиев Ш.К.,Таштанбеков А.Д.,Темирбаева М.О.,Тентишев Б.Э.,Токторбаев Ж.Ш.,Токтошев Э.Т.,Толонов Д.Э.,Толонов Ч.Т.,Тулобаев Б.З.,Тумонбаев А.Т.,Турсунбаев А.А.,Ханджеза К.Л.,Чойбеков Б.К.,Шабазов Б.В.,Шакиев Н.Т.,Эрбаев А.Т.,Исмаилов Ф.Д.,Бакиров О.М.,Абиров Ж.Б.
747,О риелторской деятельности в Кыргызской Республике,О проекте Закона,Empty,вносится на второе чтение,"инициатор – Председатель Кабинета Министров, вх. № 6-16749/22 от 23.08.22","Комитетом по бюджету, экономической и фискальной политике рассмотрен",http://kenesh.kg//uploads/media/default/0001/77/270123121058_26-01-2023 04-09 Голосование 13.pdf,http://kenesh.kg/ru/article/show/10143/zakonoproekti-rassmotrennie-26-yanvarya-2023-goda-i-vnesennie-na-golosovanie,за,за,не голосовал,за,отсутствовал,за,отсутствовал,за,не голосовал,не голосовал,за,за,не голосовал,за,за,за,не голосовала,не голосовал,за,за,не голосовал,не голосовал,за,за,не голосовал,за,за,за,за,не голосовал,не голосовала,за,не голосовал,за,отсутствовала,за,за,не голосовал,за,за,не голосовал,за,за,за,не голосовал,за,за,за,не голосовал,отсутствовала,за,за,не голосовал,не голосовал,за,за,отсутствовал,,за,за,,не голосовал,за,за,за,за,за,за,за,отсутствовал,за,за,не голосовала,за,за,за,не голосовала,за,за,за,не голосовал,,за,за,не голосовал,за,за,не голосовал,за,за,за,не голосовал,за
748,О внесении изменения в Уголовно-процессуальный кодекс Кыргызской Республики,О проекте Закона,Empty,вносится на второе чтение,"инициатор – Председатель Кабинета Министров, вх. № 6-20098/22 от 07.10.22","Комитетом по правопорядку, борьбе с преступностью и противодействию коррупции рассмотрен",http://kenesh.kg//uploads/media/default/0001/77/270123121113_26-01-2023 04-23 Голосование 14.pdf,http://kenesh.kg/ru/article/show/10143/zakonoproekti-rassmotrennie-26-yanvarya-2023-goda-i-vnesennie-na-golosovanie,за,за,не голосовал,за,отсутствовал,за,отсутствовал,за,за,за,за,не голосовала,за,за,за,за,не голосовала,за,за,за,не голосовал,за,за,за,не голосовал,за,за,не голосовал,за,за,за,за,не голосовал,за,отсутствовала,за,за,за,за,за,не голосовал,за,за,не голосовал,за,за,за,не голосовала,за,отсутствовала,не голосовал,за,не голосовал,не голосовал,за,за,отсутствовал,,за,за,,за,за,за,за,за,за,за,за,отсутствовал,за,за,за,за,за,за,за,за,за,за,не голосовал,,за,за,не голосовал,за,за,за,за,за,за,за,за
749,О внесении изменения в Уголовный кодекс Кыргызской Республики,О проекте Закона,Empty,вносится на первое чтение,"инициатор – депутат Ташиев Ш.К., вх. № 6-23333/22 от 23.11.2022","Комитетом по правопорядку, борьбе с преступностью и противодействию коррупции рассмотрен",http://kenesh.kg//uploads/media/default/0001/77/270123121149_26-01-2023 04-41 Голосование 15.pdf,http://kenesh.kg/ru/article/show/10143/zakonoproekti-rassmotrennie-26-yanvarya-2023-goda-i-vnesennie-na-golosovanie,за,за,не голосовал,за,отсутствовал,за,отсутствовал,за,за,за,за,не голосовала,за,за,за,за,не голосовала,за,за,за,не голосовал,не голосовал,за,за,не голосовал,за,за,не голосовал,не голосовал,за,за,за,не голосовал,за,отсутствовала,за,за,за,за,за,за,за,за,за,за,за,за,не голосовала,за,отсутствовала,за,за,не голосовал,за,за,за,отсутствовал,,за,за,,за,за,за,за,за,за,за,за,отсутствовал,за,за,за,за,за,за,за,за,за,за,за,,за,за,за,за,за,не голосовал,за,за,за,за,за
750,О внесении изменения в Жилищный кодекс Кыргызской Республики,О проекте Закона,Empty,вносится на первое чтение,"инициаторы – депутаты Бекешев Д.Д., Атамбаев С.А., Акаев Ж.К., Абиров Ж.Б., вх. № 6-14532/22 от 30.06.22","Комитетом по бюджету, экономической и фискальной политике рассмотрен",http://kenesh.kg//uploads/media/default/0001/77/270123121202_26-01-2023 05-03 Голосование 16.pdf,http://kenesh.kg/ru/article/show/10143/zakonoproekti-rassmotrennie-26-yanvarya-2023-goda-i-vnesennie-na-golosovanie,за,за,не голосовал,за,отсутствовал,не голосовала,отсутствовал,за,за,за,за,за,за,за,за,за,за,за,за,за,не голосовал,за,за,за,не голосовал,за,за,за,за,за,за,за,не голосовал,за,отсутствовала,за,за,за,за,за,за,за,за,за,за,за,за,за,не голосовал,отсутствовала,не голосовал,не голосовал,не голосовал,за,за,за,отсутствовал,,за,за,,за,за,за,отсутствовал,не голосовал,за,за,за,отсутствовал,за,за,за,за,за,за,за,за,за,не голосовал,не голосовал,,за,за,не голосовал,за,за,за,за,не голосовал,за,за,за
751,"О продлении срока работы временной депутатской комиссии по изучению вопросов хаотичного строительства в городе Бишкек и контролю исполнения градостроительного законодательства Кыргызской Республики, образованной постановлением Жогорку Кенеша Кыргызской Республики от 6 апреля 2022 года № 176-VII",О проекте постановления Жогорку Кенеша,Empty,NO,NO,NO,http://kenesh.kg//uploads/media/default/0001/77/270123121218_26-01-2023 05-24 Голосование 18.pdf,http://kenesh.kg/ru/article/show/10143/zakonoproekti-rassmotrennie-26-yanvarya-2023-goda-i-vnesennie-na-golosovanie,за,за,не голосовал,за,отсутствовал,не голосовала,отсутствовал,за,за,за,за,за,за,за,за,за,не голосовала,за,за,не голосовал,не голосовал,за,за,за,не голосовал,за,за,за,за,за,не голосовала,за,не голосовал,за,отсутствовала,за,за,за,за,за,не голосовал,за,за,за,не голосовал,не голосовал,за,за,не голосовал,отсутствовала,не голосовал,не голосовал,не голосовал,за,за,за,отсутствовал,,за,за,,за,за,за,отсутствовал,за,за,не голосовала,за,отсутствовал,за,за,за,не голосовала,за,за,за,за,за,не голосовал,за,,за,за,не голосовал,не голосовал,за,за,за,не голосовал,за,за,не голосовал
752,"Об избрании председателя и заместителей председателя временной депутатской комиссии по изучению о грубых нарушениях конституционных законов, законов, гарантий прав и свобод человека и гражданина Кыргызской Республики",О проекте постановления Жогорку Кенеша,Empty,NO,NO,NO,http://kenesh.kg//uploads/media/default/0001/77/270123121232_26-01-2023 05-27 Голосование 19.pdf,http://kenesh.kg/ru/article/show/10143/zakonoproekti-rassmotrennie-26-yanvarya-2023-goda-i-vnesennie-na-golosovanie,за,за,не голосовал,за,отсутствовал,за,отсутствовал,за,не голосовал,за,за,за,за,за,за,за,не голосовала,за,за,не голосовал,не голосовал,не голосовал,за,за,не голосовал,за,не голосовала,за,за,за,за,за,не голосовал,за,отсутствовала,за,не голосовала,за,не голосовала,за,не голосовал,не голосовал,не голосовал,за,за,не голосовал,за,за,не голосовал,отсутствовала,не голосовал,не голосовал,не голосовал,за,за,за,отсутствовал,,за,за,,за,за,за,отсутствовал,не голосовал,за,не голосовала,за,отсутствовал,не голосовал,не голосовал,не голосовала,не голосовала,за,за,не голосовала,не голосовал,за,за,за,,не голосовал,за,не голосовал,не голосовал,за,за,за,за,за,за,не голосовал
753,О пожилых гражданах в Кыргызской Республике,О внесении изменений в Закон Кыргызской Республики,О проекте Закона,вносится на третье чтение,"инициатор – Председатель Кабинета Министров, вх. № 6-15750/22 от 20.07.22",Комитетом по социальной политике рассмотрен,http://kenesh.kg//uploads/media/default/0001/77/270123114607_25-01-2023 10-48 Голосование 4.pdf,http://kenesh.kg/ru/article/show/10142/zakonoproekti-rassmotrennie-25-yanvarya-2023-goda-i-vnesennie-na-golosovanie,не голосовал,не голосовал,не голосовал,за,отсутствовал,за,не голосовал,за,за,за,за,за,за,за,за,за,за,за,за,за,не голосовал,за,за,за,не голосовал,за,за,за,за,за,за,за,за,не голосовал,отсутствовала,за,за,за,за,за,за,за,за,за,не голосовал,за,за,за,за,отсутствовала,за,за,за,за,за,за,отсутствовал,,за,не голосовал,,за,за,за,не голосовал,не голосовал,за,за,отсутствовала,отсутствовал,за,не голосовал,за,за,не голосовал,за,за,за,за,за,за,,за,за,за,не голосовал,за,за,за,за,отсутствовал,за,не голосовал
754,"О государственных пособиях в Кыргызской Республике», О правах и гарантиях реабилитированных граждан, пострадавших в результате репрессий за политические и религиозные убеждения, по социальным, национальным и другим признакам»)»",О проекте Закона,О внесении изменений в некоторые законодательные акты Кыргызской Республики (в законы,вносится на третье чтение,"инициатор – Председатель Кабинета Министров, вх. № 6-10640/22 от 30.05.22",Комитетом по социальной политике рассмотрен,http://kenesh.kg//uploads/media/default/0001/77/270123114620_25-01-2023 10-52 Голосование 5.pdf,http://kenesh.kg/ru/article/show/10142/zakonoproekti-rassmotrennie-25-yanvarya-2023-goda-i-vnesennie-na-golosovanie,за,за,не голосовал,за,отсутствовал,за,не голосовал,не голосовал,за,за,не голосовал,за,за,за,за,за,за,за,за,за,не голосовал,за,за,не голосовал,не голосовал,за,за,за,за,не голосовал,за,за,за,против,отсутствовала,за,за,за,за,за,за,за,за,за,не голосовал,за,за,за,за,отсутствовала,за,за,за,за,за,за,отсутствовал,,за,за,,не голосовал,за,за,за,за,за,за,отсутствовала,отсутствовал,за,за,за,за,не голосовал,за,за,за,за,за,за,,за,не голосовал,не голосовал,не голосовал,за,за,за,за,отсутствовал,не голосовал,не голосовал
755,О волонтерской деятельности,О проекте Закона,Empty,вносится на второе чтение,"инициаторы – депутатыТүлөбаев Б.З., Маматалиев М.А., Козуев А.Б., Бакасов У.Б., Сарыбашов Т.Н., Абиров Ж.Б., вх. № 6-10191/22 от 29.06.22",Комитетом по социальной политике рассмотрен,http://kenesh.kg//uploads/media/default/0001/77/270123114633_25-01-2023 11-18 Голосование 6.pdf,http://kenesh.kg/ru/article/show/10142/zakonoproekti-rassmotrennie-25-yanvarya-2023-goda-i-vnesennie-na-golosovanie,за,не голосовал,не голосовал,за,отсутствовал,за,за,за,за,за,за,за,за,за,за,за,не голосовала,за,за,за,не голосовал,не голосовал,не голосовал,за,не голосовал,за,за,не голосовал,за,не голосовал,за,за,за,за,отсутствовала,за,за,за,за,не голосовал,за,за,за,за,за,за,за,за,за,отсутствовала,за,за,за,за,за,за,отсутствовал,,за,за,,не голосовал,за,за,за,за,за,за,отсутствовала,отсутствовал,за,за,не голосовала,за,не голосовал,за,за,за,за,за,за,,за,за,за,не голосовал,за,не голосовал,за,за,отсутствовал,не голосовал,не голосовал
756,О внесении изменений в некоторые законодательные акты Кыргызской Республики в связи с преобразованием Правительства Кыргызской Республики в Кабинет Министров Кыргызской Республики,О проекте Закона,Empty,вносится на второе чтение,"инициатор – Председатель Кабинета Министров, вх. № 6-18904/22 от 26.09.2022",Комитетом по социальной политике рассмотрен,http://kenesh.kg//uploads/media/default/0001/77/270123114646_25-01-2023 11-22 Голосование 7.pdf,http://kenesh.kg/ru/article/show/10142/zakonoproekti-rassmotrennie-25-yanvarya-2023-goda-i-vnesennie-na-golosovanie,за,за,не голосовал,за,отсутствовал,за,за,не голосовал,не голосовал,за,не голосовал,за,за,за,не голосовал,за,не голосовала,за,за,за,не голосовал,не голосовал,за,не голосовал,не голосовал,за,за,за,за,не голосовал,за,за,за,не голосовал,отсутствовала,за,за,за,не голосовала,не голосовал,не голосовал,за,за,за,за,за,за,за,не голосовал,отсутствовала,за,за,за,не голосовал,за,за,отсутствовал,,за,не голосовал,,не голосовал,за,за,не голосовал,не голосовал,за,за,отсутствовала,отсутствовал,за,за,не голосовала,за,не голосовал,за,не голосовала,за,за,за,не голосовал,,за,не голосовал,не голосовал,не голосовал,за,за,за,за,отсутствовал,не голосовал,за
757,О государственном пенсионном социальном страховании,О внесении изменений в Закон Кыргызской Республики,О проекте Закона,вносится на второе чтение,"инициаторы – депутаты VIсозыва,вх. № 6-13284/17 от 12.06.2017",NO,http://kenesh.kg//uploads/media/default/0001/77/270123114716_25-01-2023 11-31 Голосование 8.pdf,http://kenesh.kg/ru/article/show/10142/zakonoproekti-rassmotrennie-25-yanvarya-2023-goda-i-vnesennie-na-golosovanie,за,за,не голосовал,за,отсутствовал,за,за,не голосовал,не голосовал,за,не голосовал,не голосовала,за,за,не голосовал,за,за,за,за,за,не голосовал,за,за,не голосовал,не голосовал,за,за,не голосовал,за,не голосовал,не голосовала,не голосовал,не голосовал,не голосовал,отсутствовала,за,за,не голосовал,не голосовала,за,не голосовал,за,за,за,за,за,за,не голосовала,не голосовал,отсутствовала,за,за,за,не голосовал,за,за,отсутствовал,,за,не голосовал,,не голосовал,за,за,не голосовал,не голосовал,за,за,отсутствовала,отсутствовал,за,за,за,за,не голосовал,за,за,за,за,за,не голосовал,,за,не голосовал,не голосовал,за,за,за,за,за,отсутствовал,не голосовал,за
758,"О ратификации Соглашения о совместном материально-техническом и медицинском обеспечении Войск (Коллективных сил) Организации Договора о коллективной безопасности, подписанного 16 сентября 2021 года в городе Душанбе",О проекте Закона,Empty,вносится на первое чтение,"инициатор – Председатель Кабинета Министров, вх. № 6-24972/22 от 14.12.2022","Комитетом по международным делам, обороне, безопасности и миграции рассмотрен",http://kenesh.kg//uploads/media/default/0001/77/270123114742_25-01-2023 12-37 Голосование 9.pdf,http://kenesh.kg/ru/article/show/10142/zakonoproekti-rassmotrennie-25-yanvarya-2023-goda-i-vnesennie-na-golosovanie,за,за,не голосовал,не голосовал,отсутствовал,не голосовала,не голосовал,не голосовал,за,за,не голосовал,за,за,за,за,за,не голосовала,за,против,за,не голосовал,за,за,не голосовал,не голосовал,за,за,за,за,за,за,за,не голосовал,не голосовал,за,за,не голосовала,за,за,за,за,за,за,за,за,за,не голосовал,за,за,отсутствовала,за,за,за,за,за,за,отсутствовал,,за,за,,за,за,за,не голосовал,за,за,за,за,отсутствовал,за,не голосовал,за,за,не голосовал,за,за,за,не голосовал,не голосовал,за,,не голосовал,не голосовал,не голосовал,не голосовал,за,против,за,не голосовал,за,за,за
759,"О ратификации Соглашения о совместном материально-техническом и медицинском обеспечении Войск (Коллективных сил) Организации Договора о коллективной безопасности, подписанного 16 сентября 2021 года в городе Душанбе",О проекте Закона,Empty,вносится на второе чтение,"инициатор – Председатель Кабинета Министров, вх. № 6-24972/22 от 14.12.2022","Комитетом по международным делам, обороне, безопасности и миграции рассмотрен",http://kenesh.kg//uploads/media/default/0001/77/270123114757_25-01-2023 12-38 Голосование 10.pdf,http://kenesh.kg/ru/article/show/10142/zakonoproekti-rassmotrennie-25-yanvarya-2023-goda-i-vnesennie-na-golosovanie,за,за,не голосовал,не голосовал,отсутствовал,не голосовала,не голосовал,не голосовал,за,за,не голосовал,за,за,за,за,за,не голосовала,за,против,за,не голосовал,за,за,не голосовал,не голосовал,за,за,за,за,за,за,за,не голосовал,не голосовал,за,за,не голосовала,за,не голосовала,за,за,за,не голосовал,за,за,за,не голосовал,за,за,отсутствовала,за,за,за,за,за,за,отсутствовал,,за,за,,за,за,за,за,за,за,за,за,отсутствовал,за,не голосовал,за,за,не голосовал,за,за,за,за,не голосовал,за,,не голосовал,не голосовал,не голосовал,не голосовал,за,за,за,не голосовал,за,за,за
760,"О ратификации Соглашения о совместном материально-техническом и медицинском обеспечении Войск (Коллективных сил) Организации Договора о коллективной безопасности, подписанного 16 сентября 2021 года в городе Душанбе",О проекте Закона,Empty,вносится на третье чтение,"инициатор – Председатель Кабинета Министров, вх. № 6-24972/22 от 14.12.2022","Комитетом по международным делам, обороне, безопасности и миграции рассмотрен",http://kenesh.kg//uploads/media/default/0001/77/270123114818_25-01-2023 12-38 Голосование 11.pdf,http://kenesh.kg/ru/article/show/10142/zakonoproekti-rassmotrennie-25-yanvarya-2023-goda-i-vnesennie-na-golosovanie,за,за,не голосовал,не голосовал,отсутствовал,не голосовала,не голосовал,не голосовал,за,за,не голосовал,за,за,за,за,за,не голосовала,за,против,за,не голосовал,за,за,не голосовал,не голосовал,за,за,за,за,не голосовал,за,за,не голосовал,не голосовал,за,за,не голосовала,за,не голосовала,за,за,за,не голосовал,за,за,за,не голосовал,за,за,отсутствовала,за,за,за,за,за,за,отсутствовал,,не голосовала,за,,не голосовал,за,за,за,за,за,за,за,отсутствовал,за,не голосовал,за,за,не голосовал,за,за,за,за,не голосовал,за,,не голосовал,не голосовал,не голосовал,не голосовал,за,за,за,не голосовал,за,за,за
