,Абдалиев М.А.,Абдибаева А.Н.,Ажибаев Ч.И.,Азыгалиев Н.А.,Айдарбеков Ч.А.,Айдарова А.А.,Айжигитов С.А.,Акаев Ж.К.,Алиев М.К.,Алимбеков Н.К.,Алимжанов Ф.А.,Алимжанова Н.Я.,Алтынбеков А.,Атажанов Ы.Ы.,Атазов Ш.К.,Атамбаев С.А.,Ашимова Д.А.,Бакасов У.Б.,Бекешев Д.Д.,Боронбаев А.Ж.,Джумабеков Д.А.,Джусупов Э.Р.,Жакышов Р.Ш.,Жамгырчиев Э.Э.,Икрамов Т.И.,Исаева Дж.К.,Исатбек к.А.,Исираилов А.А.,Кадырбеков Н.К.,Кенжебаев А.Б.,Кожокулова Г.А.,Козуев А.А.,Кокулов Э.К.,Коргонбай у.Ж.,Култаева Г.О.,Кыдыкбаев Ж.С.,Лурова Л.Х.,Мадумаров А.К.,Мажитова Ш.,Малиев А.К.,Мамасадыков З.Д.,Маматалиев М.А.,Мамытов Т.Т.,Масабиров Т.А.,Масалиев И.А.,Маткеримов А.Т.,Матраимов И.И.,Молдобекова Г.С.,Мураталиев М.М.,Нарматова Н.А.,Нурбаев Ж.П.,Омурзаков С.А.,Ормонов У.З.,Осмонов А.Ж.,Примов У.Б.,Ражабалиев Н.А.,Раимбачаева В.К.,Рысбаев Р.Р.,Садырбаева Ж.Э.,Саккараев М.Дж.,Самаков К.К.,Самыйкожо М.,Сарбагышев М.К.,Сарыбашов Т.Н.,Сатыбалдиев Э.Р.,Сулайманов К.К.,Сулайманов Э.Н.,Султанбекова Ч.А.,Сурабалдиева Э.Ж.,Сыдыгалиев Н.О.,Сыдыков Б.У.,Сыдыков М.Ж.,Таалайбек к.Ж.,Талиева К.А.,Ташиев Ш.К.,Таштанбеков А.Д.,Темирбаева М.О.,Тентишев Б.Э.,Токторбаев Ж.Ш.,Токтошев Э.Т.,Толонов Д.Э.,Толонов Ч.Т.,Тулобаев Б.З.,Тумонбаев А.Т.,Турсунбаев А.А.,Ханджеза К.Л.,Чойбеков Б.К.,Шабазов Б.В.,Шакиев Н.Т.,Эрбаев А.Т.,Исмаилов Ф.Д.,Бакиров О.М.,Абиров Ж.Б.
566,за,за,отсутствовал,отсутствовал,не голосовал,не голосовала,не голосовал,за,не голосовал,за,за,за,за,за,за,за,не голосовала,отсутствовал,не голосовал,за,не голосовал,отсутствовал,за,за,отсутствовал,за,не голосовала,за,не голосовал,не голосовал,не голосовала,за,не голосовал,за,за,за,за,отсутствовал,за,за,отсутствовал,не голосовал,за,за,не голосовал,за,за,за,за,за,за,за,за,за,за,не голосовал,не голосовал,,за,за,,не голосовал,за,за,за,за,за,отсутствовала,отсутствовала,за,не голосовал,за,отсутствовала,за,отсутствовал,за,не голосовала,не голосовал,за,за,отсутствовал,,за,не голосовал,за,за,за,не голосовал,отсутствовал,за,за,не голосовал,
567,за,за,не голосовал,за,не голосовал,не голосовала,за,за,за,за,не голосовал,не голосовала,за,за,за,за,не голосовала,за,за,за,не голосовал,за,за,не голосовал,не голосовал,за,за,не голосовал,за,не голосовал,за,за,за,за,за,за,не голосовала,за,не голосовала,не голосовал,за,за,за,за,за,не голосовал,за,не голосовала,не голосовал,за,за,не голосовал,не голосовал,за,за,за,не голосовал,,за,за,,не голосовал,за,за,за,за,за,не голосовала,не голосовала,за,за,за,за,за,не голосовал,за,за,за,за,не голосовал,не голосовал,,за,не голосовал,за,не голосовал,за,за,за,отсутствовал,за,не голосовал,
568,за,не голосовал,не голосовал,за,не голосовал,не голосовала,за,не голосовал,за,не голосовал,не голосовал,за,не голосовал,за,за,за,не голосовала,не голосовал,за,за,не голосовал,за,за,не голосовал,не голосовал,за,за,за,за,не голосовал,за,за,за,не голосовал,за,за,за,за,не голосовала,не голосовал,за,за,за,за,не голосовал,за,за,за,не голосовал,за,за,не голосовал,не голосовал,не голосовал,за,за,не голосовал,,за,за,,не голосовал,за,за,за,за,не голосовал,не голосовала,не голосовала,за,за,за,за,за,не голосовал,за,за,за,за,не голосовал,не голосовал,,за,не голосовал,за,не голосовал,за,не голосовал,за,отсутствовал,за,не голосовал,
569,за,не голосовал,за,за,за,не голосовала,за,за,за,не голосовал,за,за,не голосовал,за,не голосовал,за,за,не голосовал,за,за,не голосовал,за,не голосовал,за,за,не голосовала,за,за,за,не голосовал,за,не голосовал,за,не голосовал,за,за,за,за,не голосовала,за,за,за,за,за,за,за,за,за,за,за,за,не голосовал,за,не голосовал,за,за,за,,за,не голосовал,,за,за,за,не голосовал,не голосовал,не голосовал,не голосовала,не голосовала,за,за,за,за,за,не голосовал,за,за,за,не голосовал,не голосовал,не голосовал,,за,не голосовал,не голосовал,не голосовал,за,не голосовал,за,отсутствовал,за,за,
570,не голосовал,за,против,за,против,против,против,не голосовал,не голосовал,за,не голосовал,против,за,за,за,за,за,за,за,за,против,за,за,не голосовал,против,за,за,не голосовал,за,против,против,за,за,за,за,за,за,против,за,против,против,за,за,за,против,за,за,не голосовала,не голосовал,за,против,за,за,за,за,не голосовал,за,,за,за,,против,против,за,за,за,не голосовал,за,не голосовала,за,за,за,за,за,за,за,за,за,за,против,за,,не голосовал,против,за,за,против,за,за,отсутствовал,за,против,
571,за,за,за,за,за,отсутствовала,за,за,за,за,за,за,за,за,не голосовал,за,за,за,за,за,отсутствовал,за,за,за,за,за,за,за,за,отсутствовал,за,за,за,за,за,за,не голосовала,за,за,за,за,за,за,за,за,за,не голосовал,за,за,за,за,за,за,за,за,за,за,,за,отсутствовал,,не голосовал,за,за,за,за,за,за,отсутствовала,за,за,за,за,за,отсутствовал,за,за,за,за,отсутствовал,отсутствовал,,не голосовал,отсутствовал,за,за,за,за,за,отсутствовал,за,отсутствовал,
572,за,за,за,за,за,не голосовала,за,не голосовал,за,за,за,за,за,за,не голосовал,за,за,за,за,за,отсутствовал,за,за,за,за,за,за,за,за,отсутствовал,не голосовала,за,за,за,за,не голосовал,за,не голосовал,за,за,за,за,за,за,не голосовал,за,не голосовал,за,не голосовал,за,за,за,за,за,за,за,за,,за,отсутствовал,,не голосовал,не голосовал,за,за,за,за,за,отсутствовала,за,за,за,за,за,отсутствовал,не голосовал,за,за,за,не голосовал,отсутствовал,,за,отсутствовал,за,за,не голосовал,за,за,отсутствовал,за,отсутствовал,
573,за,за,за,за,за,не голосовала,за,за,не голосовал,за,не голосовал,за,за,за,не голосовал,за,за,за,за,за,отсутствовал,не голосовал,за,за,за,за,за,не голосовал,за,отсутствовал,за,за,за,за,за,за,за,не голосовал,за,за,не голосовал,за,за,за,не голосовал,не голосовал,за,не голосовала,за,за,за,за,за,за,за,за,за,,за,за,,не голосовал,за,за,за,за,за,за,за,за,за,за,не голосовала,за,отсутствовал,за,за,за,за,за,за,,за,отсутствовал,за,за,за,за,за,отсутствовал,за,отсутствовал,
574,за,за,за,за,за,не голосовала,за,за,за,за,не голосовал,за,за,за,не голосовал,за,не голосовала,за,за,за,отсутствовал,не голосовал,за,за,за,за,за,за,за,отсутствовал,за,за,за,за,за,за,за,не голосовал,за,за,за,за,не голосовал,за,не голосовал,за,за,за,за,за,за,не голосовал,за,за,за,за,не голосовал,,за,за,,не голосовал,не голосовал,за,за,за,за,не голосовала,за,за,за,за,за,за,отсутствовал,не голосовал,за,за,за,за,за,,за,отсутствовал,за,за,не голосовал,за,за,отсутствовал,за,отсутствовал,
575,за,за,за,за,за,не голосовала,за,за,за,за,за,за,за,за,не голосовал,за,за,за,за,за,отсутствовал,за,за,за,за,за,за,за,за,за,за,за,за,за,за,за,за,не голосовал,за,не голосовал,за,за,за,за,не голосовал,за,не голосовал,за,за,за,за,за,за,за,за,за,за,,за,за,,за,за,за,за,за,за,за,против,за,за,за,за,за,за,за,не голосовала,за,за,не голосовал,за,,за,за,за,не голосовал,за,за,за,отсутствовал,за,отсутствовал,
576,за,за,за,за,за,не голосовала,за,за,за,за,за,за,за,за,за,за,за,за,за,за,отсутствовал,за,за,за,за,за,за,за,за,за,не голосовала,за,не голосовал,за,за,за,за,не голосовал,за,за,за,за,за,за,не голосовал,за,не голосовал,за,за,за,за,за,за,за,за,за,за,,не голосовала,за,,за,за,за,за,за,за,за,за,за,за,за,за,за,за,за,за,за,за,не голосовал,за,,за,за,за,за,за,за,за,отсутствовал,за,за,
577,за,за,за,за,не голосовал,не голосовала,за,не голосовал,за,за,не голосовал,за,за,за,за,за,за,за,за,за,отсутствовал,за,за,не голосовал,за,за,не голосовала,за,за,не голосовал,за,за,не голосовал,за,за,за,за,за,за,за,за,за,за,за,за,за,не голосовал,за,за,за,за,за,за,за,за,за,за,,за,за,,не голосовал,за,за,за,за,за,за,за,за,за,за,за,за,за,за,за,не голосовал,за,не голосовал,за,,за,не голосовал,за,за,за,за,за,отсутствовал,за,не голосовал,
578,за,за,за,за,не голосовал,не голосовала,не голосовал,за,за,за,за,за,за,за,за,за,за,за,за,за,отсутствовал,за,за,за,за,не голосовала,не голосовала,за,за,за,за,не голосовал,не голосовал,за,за,за,за,за,за,за,за,за,за,за,за,не голосовал,не голосовал,за,за,за,за,за,за,за,за,за,за,,за,за,,за,за,за,за,за,не голосовал,за,за,за,не голосовал,за,за,за,за,за,за,не голосовал,не голосовал,не голосовал,за,,за,не голосовал,за,за,за,за,за,отсутствовал,за,за,
579,за,за,не голосовал,за,не голосовал,не голосовала,за,не голосовал,за,за,не голосовал,за,за,за,за,за,за,за,за,не голосовал,отсутствовал,за,не голосовал,за,не голосовал,не голосовала,не голосовала,за,за,не голосовал,не голосовала,не голосовал,за,за,за,за,за,не голосовал,за,за,за,за,за,за,не голосовал,за,не голосовал,за,за,за,не голосовал,за,за,за,за,за,не голосовал,,за,за,,не голосовал,за,за,за,за,не голосовал,за,за,за,за,за,за,не голосовала,за,за,за,не голосовал,не голосовал,не голосовал,за,,за,не голосовал,за,не голосовал,за,не голосовал,за,отсутствовал,за,не голосовал,
580,против,против,за,против,не голосовал,против,не голосовал,против,против,отсутствовал,против,не голосовала,не голосовал,за,против,за,за,за,за,против,отсутствовал,не голосовал,против,против,за,против,не голосовала,против,не голосовал,не голосовал,не голосовала,против,не голосовал,против,против,против,не голосовала,за,не голосовала,не голосовал,не голосовал,за,не голосовал,против,за,против,против,против,против,против,за,не голосовал,не голосовал,против,против,не голосовал,за,,против,против,,не голосовал,отсутствовал,против,против,против,не голосовал,против,за,против,против,не голосовал,против,против,не голосовал,не голосовал,против,не голосовал,против,за,не голосовал,,не голосовал,не голосовал,против,не голосовал,не голосовал,против,против,отсутствовал,против,не голосовал,
581,за,за,не голосовал,за,не голосовал,не голосовала,за,за,за,не голосовал,за,за,не голосовал,не голосовал,за,за,за,не голосовал,за,за,отсутствовал,за,за,за,отсутствовал,за,за,за,за,за,за,не голосовал,за,за,за,за,за,за,за,не голосовал,за,за,за,за,за,за,за,за,за,за,за,за,за,за,за,не голосовал,за,,за,за,,за,отсутствовал,за,за,за,не голосовал,за,за,за,за,не голосовал,за,за,за,не голосовал,за,за,не голосовал,не голосовал,за,,не голосовал,за,за,не голосовал,не голосовал,за,за,отсутствовал,за,за,
582,за,за,за,за,за,за,не голосовал,за,не голосовал,за,за,за,за,за,не голосовал,за,за,за,за,за,не голосовал,не голосовал,за,за,за,за,за,за,не голосовал,за,за,за,за,за,за,за,за,за,не голосовала,за,не голосовал,за,за,за,за,за,отсутствовал,за,за,за,за,за,за,за,за,за,отсутствовал,,за,не голосовал,,за,за,за,за,не голосовал,за,за,за,за,за,за,не голосовала,за,за,за,не голосовала,за,за,за,за,,за,за,за,за,за,за,отсутствовал,за,за,не голосовал,
583,за,не голосовал,за,за,за,за,не голосовал,за,не голосовал,за,за,за,за,за,не голосовал,за,за,за,за,не голосовал,не голосовал,не голосовал,за,за,за,за,за,не голосовал,не голосовал,за,за,за,за,за,за,за,за,за,за,за,не голосовал,за,за,за,за,за,отсутствовал,не голосовала,за,за,за,за,за,за,за,за,отсутствовал,,за,не голосовал,,за,за,за,за,за,за,за,за,за,за,за,не голосовала,не голосовала,за,за,не голосовала,за,за,за,за,,за,за,за,за,за,за,отсутствовал,за,за,не голосовал,
584,за,за,не голосовал,за,за,за,не голосовал,за,не голосовал,за,за,за,за,за,не голосовал,за,за,за,за,не голосовал,не голосовал,не голосовал,за,за,не голосовал,за,за,не голосовал,не голосовал,за,за,за,за,за,за,за,за,не голосовал,за,за,не голосовал,за,за,за,за,за,отсутствовал,не голосовала,за,за,не голосовал,за,за,за,за,за,отсутствовал,,за,не голосовал,,за,за,за,за,за,за,за,за,за,за,за,не голосовала,не голосовала,за,за,не голосовала,за,не голосовал,за,за,,за,за,за,за,за,за,отсутствовал,за,за,не голосовал,
585,за,за,за,за,за,за,за,за,не голосовал,за,за,за,за,за,не голосовал,за,за,за,за,за,не голосовал,не голосовал,за,за,за,за,за,за,не голосовал,за,за,за,за,за,за,за,за,не голосовал,за,за,не голосовал,за,за,за,за,за,отсутствовал,за,за,за,за,за,за,за,за,за,отсутствовал,,за,не голосовал,,не голосовал,за,за,за,не голосовал,за,за,за,за,за,за,не голосовала,за,за,за,не голосовала,за,за,за,за,,за,за,за,за,за,против,отсутствовал,за,за,не голосовал,
586,за,за,за,за,за,за,за,за,не голосовал,за,за,за,за,за,за,за,за,за,за,за,не голосовал,не голосовал,за,за,за,за,за,за,не голосовал,за,за,за,за,за,за,за,за,не голосовал,за,за,не голосовал,за,за,за,за,за,отсутствовал,за,не голосовал,за,за,за,за,за,за,за,отсутствовал,,за,за,,за,за,за,за,не голосовал,за,за,за,за,за,за,не голосовала,за,за,за,не голосовала,за,за,за,за,,за,за,за,за,за,за,отсутствовал,за,за,за,
587,за,не голосовал,за,за,за,за,за,за,не голосовал,за,за,за,за,за,за,за,за,за,за,за,не голосовал,не голосовал,не голосовал,за,за,за,за,за,не голосовал,за,за,за,за,за,за,за,за,не голосовал,за,за,не голосовал,за,за,за,за,за,отсутствовал,за,за,за,за,за,за,за,за,за,отсутствовал,,за,за,,не голосовал,за,за,за,не голосовал,за,за,за,за,за,за,не голосовала,за,за,за,не голосовала,за,за,за,за,,за,за,за,за,за,не голосовал,отсутствовал,за,за,за,
588,за,за,за,за,не голосовал,за,за,за,за,за,за,за,за,за,не голосовал,за,не голосовала,за,за,за,не голосовал,не голосовал,за,за,за,за,за,за,за,за,за,за,за,за,за,за,за,не голосовал,за,не голосовал,за,за,за,за,не голосовал,за,отсутствовал,за,за,за,за,не голосовал,за,за,за,за,отсутствовал,,за,не голосовал,,за,за,за,за,за,за,за,за,не голосовал,за,за,не голосовала,за,за,за,не голосовала,за,за,за,за,,за,не голосовал,за,за,за,за,отсутствовал,за,за,за,
589,за,за,за,за,за,за,за,за,не голосовал,за,за,за,за,за,не голосовал,за,не голосовала,за,за,за,не голосовал,не голосовал,за,за,за,не голосовала,за,за,за,не голосовал,за,не голосовал,за,за,за,за,за,за,за,не голосовал,за,за,за,за,за,за,отсутствовал,за,не голосовал,за,за,за,не голосовал,за,за,не голосовал,отсутствовал,,за,за,,не голосовал,за,за,за,за,не голосовал,за,за,за,за,за,за,за,за,за,за,за,не голосовал,за,за,,за,не голосовал,за,за,за,за,отсутствовал,за,за,не голосовал,
590,за,за,не голосовал,за,за,за,за,за,за,за,за,за,за,за,не голосовал,за,не голосовала,за,за,за,не голосовал,за,за,за,не голосовал,не голосовала,за,за,не голосовал,за,за,за,за,за,за,за,за,за,за,не голосовал,не голосовал,за,за,за,за,за,отсутствовал,за,за,за,за,за,за,за,за,не голосовал,отсутствовал,,за,не голосовал,,не голосовал,за,за,не голосовал,не голосовал,за,за,за,за,за,за,за,за,за,за,за,за,за,не голосовал,за,,за,за,не голосовал,за,за,не голосовал,отсутствовал,за,за,не голосовал,
591,за,за,не голосовал,за,за,за,не голосовал,за,за,за,за,за,за,за,не голосовал,за,не голосовала,за,за,за,не голосовал,за,за,за,не голосовал,не голосовала,за,за,не голосовал,не голосовал,за,за,за,за,за,за,за,за,за,не голосовал,не голосовал,за,за,за,за,за,отсутствовал,за,за,за,за,за,за,за,за,не голосовал,отсутствовал,,за,не голосовал,,не голосовал,за,за,не голосовал,не голосовал,за,за,за,не голосовал,за,за,за,за,за,за,за,за,за,за,за,,за,не голосовал,не голосовал,за,не голосовал,не голосовал,отсутствовал,за,за,не голосовал,
592,за,за,за,за,за,за,за,за,за,за,не голосовал,за,за,за,не голосовал,за,за,за,за,за,отсутствовал,не голосовал,за,за,за,за,не голосовала,за,за,за,за,за,за,за,за,за,за,за,за,за,отсутствовал,за,за,за,за,за,не голосовал,за,за,за,за,за,не голосовал,за,за,за,отсутствовал,,за,отсутствовал,,за,не голосовал,за,за,за,за,за,отсутствовала,за,за,за,не голосовала,за,отсутствовал,не голосовал,за,за,за,за,отсутствовал,,за,за,за,за,за,за,за,за,за,отсутствовал,
593,за,за,за,за,за,за,не голосовал,за,не голосовал,за,не голосовал,за,за,за,не голосовал,за,за,за,не голосовал,за,отсутствовал,за,за,за,за,за,не голосовала,за,за,за,не голосовала,за,не голосовал,за,за,за,за,не голосовал,за,за,за,не голосовал,за,за,за,за,не голосовал,за,не голосовал,за,за,за,не голосовал,за,за,за,отсутствовал,,за,не голосовал,,за,за,за,за,за,за,за,не голосовала,за,за,за,за,за,отсутствовал,за,за,не голосовал,за,за,не голосовал,,за,за,за,за,за,за,за,за,за,отсутствовал,
594,за,за,за,за,за,за,не голосовал,за,не голосовал,за,не голосовал,за,за,за,не голосовал,за,за,за,за,за,отсутствовал,за,за,за,за,за,за,за,за,не голосовал,не голосовала,за,за,не голосовал,за,за,за,не голосовал,за,за,за,за,за,за,за,за,не голосовал,за,не голосовал,не голосовала,за,не голосовал,не голосовал,не голосовал,за,за,отсутствовал,,за,не голосовал,,не голосовал,против,за,за,за,за,за,за,не голосовал,за,за,за,за,отсутствовал,за,за,за,за,за,не голосовал,,за,не голосовал,за,не голосовал,за,за,за,за,за,отсутствовал,
595,за,за,за,за,за,за,за,за,не голосовал,за,не голосовал,за,за,за,не голосовал,за,не голосовала,за,за,за,за,за,за,за,за,за,за,за,не голосовал,не голосовал,не голосовала,за,за,за,за,за,за,не голосовал,не голосовала,не голосовал,не голосовал,за,за,за,за,за,не голосовал,за,не голосовал,за,за,за,не голосовал,за,за,не голосовал,отсутствовал,,за,не голосовал,,не голосовал,за,за,не голосовал,не голосовал,за,за,за,за,за,за,за,за,за,за,за,за,за,за,не голосовал,,за,за,не голосовал,за,за,за,за,за,за,не голосовал,
596,за,за,за,за,не голосовал,за,не голосовал,не голосовал,за,за,не голосовал,за,за,за,не голосовал,за,не голосовала,за,против,за,за,за,за,не голосовал,за,за,не голосовала,не голосовал,не голосовал,за,за,за,не голосовал,за,за,за,не голосовала,за,не голосовала,за,не голосовал,не голосовал,не голосовал,за,за,за,не голосовал,не голосовала,за,за,за,за,за,за,за,не голосовал,отсутствовал,,за,за,,за,за,за,за,за,за,за,за,за,за,не голосовал,за,за,за,за,за,не голосовал,за,за,не голосовал,,не голосовал,за,за,не голосовал,не голосовал,против,за,за,за,за,
597,не голосовал,за,за,не голосовал,не голосовал,за,за,не голосовал,за,за,не голосовал,за,за,за,за,за,не голосовала,за,за,за,за,за,за,не голосовал,за,за,не голосовала,за,не голосовал,за,за,не голосовал,не голосовал,за,за,не голосовал,не голосовала,за,не голосовала,не голосовал,не голосовал,не голосовал,за,за,не голосовал,за,не голосовал,за,за,не голосовала,за,не голосовал,за,за,за,не голосовал,отсутствовал,,за,за,,за,за,за,не голосовал,за,не голосовал,не голосовала,за,не голосовал,за,за,за,за,за,за,за,не голосовал,за,за,за,,не голосовал,за,за,не голосовал,не голосовал,за,за,за,за,за,
598,за,за,за,не голосовал,не голосовал,за,не голосовал,не голосовал,за,за,не голосовал,за,за,за,за,за,не голосовала,за,за,за,за,за,за,не голосовал,за,за,не голосовала,за,не голосовал,за,не голосовала,не голосовал,не голосовал,за,за,не голосовал,за,не голосовал,за,за,за,не голосовал,за,за,не голосовал,за,не голосовал,за,за,за,за,за,за,за,не голосовал,за,отсутствовал,,за,за,,за,за,за,за,за,не голосовал,за,за,за,за,за,за,за,за,за,за,не голосовал,за,за,за,,за,за,за,не голосовал,за,за,за,за,за,за,
599,за,за,за,за,не голосовал,не голосовала,не голосовал,за,за,за,за,за,за,за,за,за,не голосовала,за,за,за,не голосовал,за,за,за,за,за,не голосовала,за,не голосовал,за,не голосовала,за,не голосовал,за,за,за,за,не голосовал,за,за,не голосовал,не голосовал,за,за,не голосовал,не голосовал,не голосовал,за,за,за,за,за,не голосовал,за,за,за,отсутствовал,,за,за,,за,за,за,за,за,за,за,за,за,за,за,за,за,за,за,за,не голосовал,за,не голосовал,за,,за,за,за,за,за,за,за,не голосовал,за,не голосовал,
600,за,за,не голосовал,за,не голосовал,не голосовала,не голосовал,не голосовал,за,за,не голосовал,за,за,за,за,за,не голосовала,за,за,за,против,не голосовал,за,не голосовал,не голосовал,за,за,за,не голосовал,не голосовал,не голосовала,за,не голосовал,за,за,за,за,за,за,не голосовал,не голосовал,не голосовал,за,за,не голосовал,за,не голосовал,за,за,за,не голосовал,за,за,за,за,не голосовал,отсутствовал,,за,за,,не голосовал,не голосовал,за,за,за,за,за,за,за,за,за,не голосовала,за,за,за,не голосовала,за,за,не голосовал,за,,за,не голосовал,за,за,не голосовал,за,за,не голосовал,за,не голосовал,
601,за,за,за,не голосовал,за,за,не голосовал,за,за,за,за,за,за,за,за,отсутствовал,за,за,отсутствовал,за,за,не голосовал,за,за,за,за,за,за,за,за,не голосовала,за,за,за,за,за,за,не голосовал,за,не голосовал,за,за,за,за,не голосовал,за,отсутствовал,за,за,за,за,за,за,за,за,за,за,,за,за,,за,за,за,за,за,за,за,за,за,за,за,не голосовала,за,за,за,за,за,за,за,за,,за,за,за,за,за,за,за,за,за,за,
602,за,за,не голосовал,не голосовал,не голосовал,за,не голосовал,за,за,за,за,отсутствовала,за,за,за,за,не голосовала,за,за,за,отсутствовал,за,за,за,не голосовал,за,за,не голосовал,не голосовал,не голосовал,не голосовала,за,за,за,за,за,за,не голосовал,не голосовала,за,не голосовал,за,не голосовал,за,не голосовал,за,за,не голосовала,не голосовал,за,за,за,не голосовал,за,отсутствовал,за,не голосовал,,за,за,,не голосовал,за,за,за,за,за,за,не голосовала,за,за,за,за,за,за,за,за,за,за,за,за,,за,не голосовал,за,за,за,за,за,за,за,не голосовал,
603,за,за,не голосовал,не голосовал,не голосовал,не голосовала,не голосовал,за,не голосовал,за,за,отсутствовала,за,за,не голосовал,за,за,за,за,за,отсутствовал,не голосовал,за,за,не голосовал,за,за,не голосовал,не голосовал,не голосовал,не голосовала,за,за,за,не голосовала,против,за,не голосовал,не голосовала,за,не голосовал,за,за,против,не голосовал,за,за,не голосовала,не голосовал,за,за,не голосовал,не голосовал,за,отсутствовал,за,за,,не голосовала,не голосовал,,не голосовал,за,за,за,за,за,не голосовала,не голосовала,не голосовал,за,за,не голосовала,за,не голосовал,за,не голосовала,за,за,не голосовал,не голосовал,,за,не голосовал,за,за,за,за,не голосовал,не голосовал,не голосовал,не голосовал,
604,за,за,не голосовал,не голосовал,за,не голосовала,не голосовал,за,за,за,за,отсутствовала,за,за,за,за,не голосовала,за,за,за,отсутствовал,за,за,за,не голосовал,за,за,не голосовал,не голосовал,не голосовал,за,за,за,за,за,за,за,за,за,за,не голосовал,за,за,за,не голосовал,за,за,не голосовала,за,за,за,за,не голосовал,за,отсутствовал,за,не голосовал,,за,за,,не голосовал,за,за,за,за,за,за,за,за,за,не голосовал,за,за,за,за,за,за,за,не голосовал,за,,за,не голосовал,за,за,за,за,за,не голосовал,за,не голосовал,
605,за,не голосовал,за,не голосовал,не голосовал,не голосовала,за,не голосовал,за,за,за,отсутствовала,за,за,за,за,не голосовала,за,за,за,отсутствовал,за,за,не голосовал,за,против,за,не голосовал,за,за,не голосовала,за,не голосовал,за,за,за,за,не голосовал,за,за,за,за,за,за,не голосовал,за,за,не голосовала,за,за,за,за,не голосовал,за,отсутствовал,за,не голосовал,,за,за,,за,за,за,за,за,за,за,не голосовала,за,за,за,за,за,за,за,за,за,за,не голосовал,за,,за,не голосовал,за,за,за,за,за,не голосовал,за,не голосовал,
606,за,за,не голосовал,не голосовал,за,не голосовала,за,за,за,за,за,отсутствовала,за,за,за,за,не голосовала,за,за,за,отсутствовал,за,за,за,не голосовал,за,за,не голосовал,за,не голосовал,не голосовала,за,за,за,за,за,за,не голосовал,за,за,не голосовал,за,за,за,не голосовал,за,за,не голосовала,за,за,за,не голосовал,не голосовал,за,отсутствовал,за,не голосовал,,за,за,,не голосовал,за,за,за,за,за,не голосовала,за,за,за,за,за,за,за,за,за,за,за,не голосовал,за,,за,не голосовал,за,за,за,за,за,не голосовал,за,за,
607,за,за,не голосовал,не голосовал,не голосовал,не голосовала,не голосовал,за,не голосовал,за,за,отсутствовала,за,за,за,за,не голосовала,за,за,за,отсутствовал,за,за,за,не голосовал,за,за,не голосовал,за,не голосовал,не голосовала,за,за,за,за,за,за,не голосовал,за,за,не голосовал,за,за,за,не голосовал,за,за,не голосовала,не голосовал,за,за,не голосовал,не голосовал,за,отсутствовал,за,не голосовал,,за,за,,не голосовал,за,за,за,за,за,не голосовала,не голосовала,за,за,за,за,за,за,за,за,за,за,не голосовал,за,,за,не голосовал,за,за,за,за,за,не голосовал,за,за,
608,за,за,не голосовал,не голосовал,не голосовал,не голосовала,за,за,за,за,за,отсутствовала,за,за,за,против,за,за,за,за,отсутствовал,за,за,за,не голосовал,за,за,не голосовал,не голосовал,не голосовал,против,за,за,за,за,за,за,против,за,за,не голосовал,за,за,за,против,за,за,не голосовала,за,за,не голосовал,за,за,за,отсутствовал,за,за,,за,за,,не голосовал,за,за,за,за,за,за,не голосовала,за,за,за,за,за,не голосовал,за,за,за,за,не голосовал,не голосовал,,за,не голосовал,за,за,за,за,за,не голосовал,за,не голосовал,
609,за,за,не голосовал,не голосовал,не голосовал,не голосовала,за,за,за,за,за,отсутствовала,за,за,за,против,за,за,за,за,отсутствовал,за,за,за,не голосовал,за,за,не голосовал,не голосовал,не голосовал,против,за,за,не голосовал,за,за,за,против,за,за,не голосовал,за,за,за,против,за,за,за,за,за,не голосовал,за,за,против,отсутствовал,за,за,,за,за,,не голосовал,за,за,за,за,за,за,не голосовала,за,за,за,за,за,не голосовал,за,за,за,за,не голосовал,не голосовал,,за,не голосовал,за,не голосовал,за,за,за,не голосовал,за,против,
610,против,за,не голосовал,не голосовал,за,за,за,за,не голосовал,против,за,за,против,против,не голосовал,за,за,против,за,против,за,не голосовал,за,за,не голосовал,за,не голосовала,за,за,за,не голосовала,не голосовал,за,не голосовал,не голосовала,против,за,не голосовал,не голосовала,не голосовал,за,не голосовал,не голосовал,против,не голосовал,против,не голосовал,за,за,не голосовала,за,за,за,не голосовал,отсутствовал,не голосовал,не голосовал,,не голосовала,не голосовал,,за,не голосовал,против,не голосовал,против,не голосовал,за,не голосовала,не голосовал,против,за,за,против,не голосовал,за,за,не голосовал,не голосовал,за,не голосовал,,за,за,не голосовал,не голосовал,не голосовал,за,за,за,отсутствовал,за,
611,за,за,не голосовал,не голосовал,за,за,не голосовал,за,не голосовал,за,не голосовал,не голосовала,за,за,не голосовал,за,не голосовала,за,за,за,за,не голосовал,не голосовал,за,не голосовал,за,за,не голосовал,не голосовал,за,не голосовала,не голосовал,за,за,не голосовала,за,за,не голосовал,за,за,не голосовал,за,за,за,не голосовал,за,за,не голосовала,не голосовал,за,за,за,не голосовал,не голосовал,отсутствовал,за,не голосовал,,не голосовала,не голосовал,,за,не голосовал,за,за,за,не голосовал,за,не голосовала,не голосовал,за,за,не голосовала,за,за,за,не голосовала,за,не голосовал,за,за,,за,за,за,за,за,не голосовал,за,за,отсутствовал,не голосовал,
